t,ax,ay,az,wx,wy,wz,s
862.144299984,-18864,1748,-4928,-5609,8236,-22347,0
862.253689051,-13120,2744,-984,4777,2068,-13248,0
862.363136053,-10368,3408,36,537,-2974,-9310,0
862.472465038,-10216,-22612,-22960,2299,-4285,-6694,1
862.58218503,-13928,60,-32768,987,-13474,-10131,1
862.691714048,-16728,5928,4216,14693,-2032,6756,0
862.801388979,-15840,28,-7612,6373,-6672,10579,0
862.910939932,-15288,2244,-3712,-248,-4298,13275,0
863.022391081,-17288,3344,-3028,-9073,-7760,2240,0
863.131767988,-16744,-1920,-7452,852,-1975,5334,0
863.241513968,-30248,-9164,-10004,4712,16004,-4859,0
863.351036072,-24396,-5496,2024,-3415,6343,-21507,0
863.460740089,-15012,6848,1920,-5415,7023,-19419,0
863.570238113,-8924,3868,-1600,737,-3704,-5910,0
863.679909945,-8340,-17640,-18296,-4060,-14540,-8734,0
863.78937602,-18432,2364,928,4908,2332,14338,0
863.898893118,-18748,-12348,1200,-22113,-7833,1413,1
864.008471012,-15080,1912,-7256,1977,-6130,5551,0
864.117932081,-14216,564,-4032,879,-7376,12630,0
864.227488995,-16120,1148,-3564,3092,-8626,8500,0
864.336941957,-14072,112,-6760,-1522,-4891,5909,0
864.44640708,-13892,-11176,-14012,-4116,1323,233,0
864.555860043,-30128,3848,1044,-9410,21843,-22763,0
864.66539216,-22056,6540,864,-6114,8064,-26193,0
864.774827957,-11804,7148,600,2852,-381,-15401,0
864.884236097,-15428,4416,-312,-1768,-3136,-10377,0
864.993647099,-8768,-8352,-8084,-7575,-6599,-3640,0
865.103121996,8396,1192,-11872,1768,-17314,11909,0
865.212451935,-11952,160,-10912,30463,-12028,15471,1
865.322199106,-12976,-3856,-1416,-1531,-5960,8596,0
865.431751013,-15040,5468,-3876,-666,-5363,10884,0
865.54146409,-14020,-1616,-4936,692,-5740,6303,0
865.650993109,-15292,-7008,-10100,5739,-1132,8151,0
865.760756969,-24136,-5168,-2056,5323,21989,-8481,0
865.870260954,-23244,1168,-1292,-5270,9339,-17508,0
865.980519056,-13932,4516,1992,81,4113,-15865,0
866.09010601,-6836,6032,2856,-1299,-4862,-8000,0
866.199670076,-9616,-18064,-15080,-7671,-10723,-1475,0
866.309090137,-14584,-3032,-32520,23307,-18031,10535,1
866.418599129,-10116,-436,-13412,18593,-6431,14792,0
866.528167963,-14356,-3516,-1980,-3615,-4226,7445,0
866.63764596,-15300,-2792,-5140,-4526,-4161,7217,0
866.747141123,-13308,560,-4652,-5838,-4105,3448,0
866.856672049,-16264,-632,-4916,-1092,-2029,5935,0
866.966181993,-14804,-20984,-17464,-7666,7776,-9864,0
867.075649977,-20352,-1800,4092,-19839,16193,-22074,0
867.185073137,-20292,3676,1204,-8198,9466,-19771,0
867.294628143,-12928,1236,-4404,-3650,-2317,-19005,0
867.404047966,-13108,-2852,680,-4872,-4200,-15346,0
867.513422012,-13092,-2364,1412,-7328,-6772,-3446,0
867.622983932,3744,19660,-6980,8376,-5981,16223,1
867.732296944,-18132,276,-8784,26429,-5919,12413,0
867.841836929,-12024,-3148,-3144,5773,-5814,13204,0
867.95144701,-14536,2916,-4368,-8441,-2356,11569,0
868.061001062,-14244,3008,-6196,-2513,-2628,2109,0
868.170669079,-14632,-5804,-8712,-3114,-662,3599,0
868.280214071,-24476,-5876,-2580,-4789,21604,-12806,0
868.389971018,-21452,-40,2016,-10831,3127,-17890,0
868.499539137,-15944,2896,2056,-1695,2840,-20929,0
868.609153986,-10604,7260,-108,-4731,-2735,-11332,0
868.718641043,-10264,-19844,-22096,-3365,-6729,-11111,0
868.82804513,-26828,-14024,-32768,-20188,-14756,-10132,0
868.937683105,-1180,2676,18504,-22761,-7626,-32768,1
869.047136068,-15124,148,-3992,830,-5382,7970,0
869.156646013,-15104,-4,-5064,-4184,-4380,8536,0
869.266176939,-13232,4852,-3808,-4803,-5736,6741,0
869.375570059,-14116,-152,-6284,-2754,-3252,4292,0
869.484989166,-17308,-10068,-12452,-5779,4306,208,0
869.594391108,-22848,1404,-3828,-11059,18677,-20460,0
869.703880072,-19180,4656,348,-8600,10037,-22818,0
869.813240051,-12580,6152,-1060,274,-530,-15498,0
869.922605038,-14280,3600,-2968,770,-4879,-10086,0
870.031940937,-9708,-7812,-9412,-6453,-6307,-2697,0
870.141612053,-12160,14784,7404,-13183,12509,25357,1
870.251156092,-18680,1352,-5060,27973,-2843,18826,0
870.360666037,-14408,-3056,-2284,9050,-7761,13504,0
870.470205069,-14440,-1368,-2532,-4314,-6824,12337,0
870.579813957,-14780,-3072,-5536,667,-6143,7183,0
870.689276934,-15508,-10152,-8492,1081,1835,2877,0
870.797991037,-29560,2528,-4884,7694,19729,-12744,0
870.906001091,-19024,3980,-3424,-3865,8606,-27150,0
871.014125109,-12024,5992,-92,3943,1766,-8971,0
871.121999979,-8384,12,1692,-503,-2922,-4387,0
871.230051041,-10304,-17460,-11884,2429,-5552,-5394,0
871.338186026,-11752,3248,-1088,1502,-10224,21501,1
871.446457148,-14556,-2156,-3772,30412,-9092,9415,0
871.5548141,-12652,-2236,-2832,1937,-6162,13084,0
871.664209127,-14424,3648,-1872,-4242,-3761,12864,0
871.773663044,-14520,-1424,-4124,-1355,-4433,4897,0
871.883165121,-16112,-2524,-5324,1731,-40,6054,0
871.992913961,-32564,-3208,-8956,7822,22671,-5172,0
872.102228165,-23112,1488,2008,-1477,9961,-20150,0
872.211599112,-15304,2868,1272,-4167,6106,-19925,0
872.321129084,-10224,5136,-1576,-5520,-6336,-8794,0
872.430696964,-9244,-4420,-9084,-8548,-12825,-23229,0
872.540209055,-10832,8108,5112,-19037,80,5789,1
872.649819136,-22268,-1780,-1740,-32512,361,-6449,0
872.759320974,-13672,1464,-8624,-15069,-5551,-255,0
872.868813992,-14264,408,-2708,-7534,-3875,6524,0
872.978395939,-10240,-2324,-7384,-11116,-1322,-528,0
873.087970018,-11984,2520,-6756,-7648,-1515,2989,0
873.197454929,-15036,660,-7332,-6875,-1731,1074,0
873.306921005,-16100,-12476,-16664,-229,7548,-1286,0
873.41637516,-16376,-4312,-2500,-9697,13219,-17706,0
873.525918007,-20328,9092,-1576,-5834,5159,-18531,0
873.635409117,-13636,4616,-4244,1475,-362,-16251,0
873.744843006,-13824,-448,-2572,-4600,-3349,-15708,0
873.854253054,-9752,-12500,-10952,-4654,-3542,-4288,0
873.963668108,948,-6420,-11424,15412,-14474,32767,0
874.073152065,-16140,-1600,-1840,19174,-11605,7084,1
874.182729006,-14052,-2704,-1528,5007,-6033,12284,0
874.292178154,-15692,248,-3140,-2486,-3170,13706,0
874.401741028,-15500,1940,-3108,-4893,-6217,3109,0
874.511563063,-17004,624,-6368,1129,-1468,5259,0
874.621412039,-13732,-7996,-28344,-6782,15083,-15654,0
874.730976105,-24656,-3552,992,-4205,8398,-19092,0
874.840646982,-15076,2856,68,-3479,7997,-18841,0
874.950195074,-13352,3672,-1980,390,-753,-9932,0
875.059746981,-10376,-5636,-5176,-7877,-3744,-18555,0
875.169291019,-13420,3596,4056,-7535,7434,7662,0
875.27877593,-24508,7076,-12712,-12802,15319,-12387,1
875.388419151,-14412,-3004,380,701,-7810,4670,0
875.497888088,-14696,-1012,-3536,1165,-7292,11965,0
875.607440948,-16160,-7624,-3288,-5169,2285,1849,0
875.716908932,-12524,-4572,-9656,-858,-4495,3468,0
875.826375008,-15364,-9756,-13124,-2547,1957,-1451,0
875.935804129,-28032,1728,-1828,-4787,23866,-21751,0
876.045434952,-19844,4168,-896,-3736,10518,-29051,0
876.154860973,-12280,5340,-288,975,-378,-10418,0
876.264264107,-10496,4476,-140,-2975,-2800,-14536,0
876.374094963,-9588,-11324,-9156,-5607,-6124,-3167,0
876.483516932,-124,-7864,-12312,3067,-26498,3605,1
876.593112946,-13892,-232,-9972,13956,-8448,6342,0
876.702458143,-13128,-1160,-2692,4521,-6589,18456,0
876.811982155,-14960,-136,-912,-1844,-5113,20513,0
876.921540976,-18012,272,-6180,4804,-6889,8982,0
877.031101942,-14416,-7404,-10208,1415,432,3276,0
877.140697956,-30836,-896,-2024,-1958,19552,-17965,0
877.250235081,-19400,2876,-368,686,7463,-22605,0
877.359833956,-12032,5440,1220,3058,1749,-11822,0
877.469372988,-11420,1052,556,-1333,-3725,-7402,0
877.578925133,-9684,-6752,-6196,-425,-2301,703,0
877.688441992,-8848,9072,-2516,-2795,1025,28560,1
877.797901154,-12396,-956,-8256,32767,-12281,16623,0
877.907423973,-15136,296,-2520,1153,-3890,14352,0
878.016885042,-17456,2008,-2800,-7842,-5024,10903,0
878.126348972,-12892,1840,-7712,-6054,-2749,4144,0
878.235767126,-15760,-7576,-10580,-8176,47,-738,0
878.345211029,-28060,-4764,-856,-6937,20739,-23147,0
878.454883099,-20172,-1780,2236,-2608,6944,-22241,0
878.564296961,-15248,3736,2640,-3909,3424,-16519,0
878.673877001,-11308,2580,-3504,-4148,-3650,-13206,0
878.783281088,-9588,-10992,-8768,-4076,-6564,-7085,0
878.892640114,-12604,3924,1416,-18428,1310,20197,0
879.001974106,-25808,-664,-8168,-19689,10773,11449,0
879.111551046,-17344,2224,-3224,-19854,-3000,-2673,0
879.221122026,-15508,-540,-2924,-5184,-5647,10410,0
879.330529928,-14928,5804,-5088,-7068,-2648,3315,0
879.440129995,-14280,2640,-5640,-4209,-2609,5246,0
879.549657106,-15012,-6256,-9292,-4745,1327,279,0
879.659222126,-27884,856,1020,-8901,21708,-24360,0
879.768703938,-20824,804,1236,-11839,9546,-25982,0
879.878138065,-14944,1932,-152,196,766,-16503,0
879.98768115,-11668,3548,-1664,172,-4409,-13495,0
880.097119093,-15172,-15800,-16380,-1930,-7980,-17647,0
880.206689119,-29956,-11972,-14848,-24042,-2398,-16850,1
880.316167116,-6648,-588,24160,-18090,-20910,195,0
880.425642014,-16540,1488,-4976,-4356,-6500,7063,0
880.535048008,-15512,1388,-3972,-1785,-6132,15363,0
880.644652128,-15036,-728,-5164,-4411,-4249,5294,0
880.754044056,-15332,-276,-6348,-3256,-1961,5003,0
880.863455057,-18200,-13812,-11720,-4563,3081,-3236,0
880.97312212,-21596,3132,-1508,-9041,17701,-20176,0
881.082467079,-21472,6344,-636,-8063,9581,-25409,0
881.19217515,-11012,7060,-2888,-1932,-2139,-13391,0
881.301707983,-10036,7120,-7876,-1155,-1797,-12207,0
881.411371946,-11676,-4980,-4272,-3497,-3373,-1938,0
881.520889044,-5568,14656,12376,-6441,9169,23055,0
881.629426003,-18572,936,-5536,32767,-10206,15125,1
881.738584042,-14060,-3188,-3696,7153,-8650,12326,0
881.847983122,-13508,-1184,-2236,460,-5520,20403,0
881.95757103,-15796,-1404,-3868,-5627,-4518,4137,0
882.067070961,-15956,-996,-7056,763,-1068,6301,0
882.176515102,-3392,12760,-29296,4394,18577,1968,0
882.28610301,-27304,2684,2256,-7237,6813,-18907,0
882.395532131,-14692,3328,1616,-768,5681,-16174,0
882.504974127,-10188,3820,432,-220,-934,-9314,0
882.614455938,-11236,-21204,-18308,1050,-6433,-7682,0
882.723919153,-18436,-5616,2724,-5169,-4316,26237,0
882.833274126,-3052,-7824,21144,-23204,-23762,-32768,1
882.942717075,-17560,2752,-4488,-262,-6116,6960,0
883.052041054,-15188,112,-2864,5198,-6514,18472,0
883.161648035,-14460,856,-3492,3256,-5706,13008,0
883.271172047,-14436,1508,-4824,1660,-3489,7555,0
883.380882978,-16196,-9112,-11028,-3422,5212,-3819,0
883.490702152,-22564,3684,1664,-6352,17750,-17492,0
883.600244045,-20496,4580,-636,-9668,10714,-20772,0
883.709975004,-13780,3752,-1180,2931,-355,-15105,0
883.819499016,-11864,4828,616,-2863,-3624,-10538,0
883.929223061,-13508,-18916,-14016,-13052,-6134,-10164,0
884.038735151,-28192,-21864,-32768,-24026,-4141,-12451,0
884.148402929,-276,2500,23000,-9070,-3142,-1848,1
884.257900953,-14792,208,-1524,4883,-3868,10965,0
884.367285967,-14772,1748,-5192,-7714,-1548,6355,0
884.476917028,-14708,4296,-3800,-10942,-1118,-7,0
884.586390972,-14464,384,-6784,-3602,-863,5381,0
884.69588995,-13912,-6392,-14172,-11271,2355,-3123,0
884.805397987,-21548,-5288,-7480,-9259,17161,-23384,0
884.91479516,-23204,-1672,-1308,-2798,9221,-21719,0
885.02423501,-15772,1336,296,-1229,1397,-20242,0
885.133597136,-8844,5884,-2604,-3918,-1910,-14998,0
885.243155003,-7116,-11800,-11876,648,-8995,-8159,0
885.352473021,-5556,3196,3184,-8426,-3848,17106,0
885.462156057,-28304,6548,-9812,-27663,11117,7799,0
885.571671963,-11344,-604,-4072,-17103,-4162,1439,0
885.681250095,-14700,-3032,-5164,-2521,-8036,7307,1
885.790795088,-11400,-4204,-4300,11100,-3597,18282,0
885.900355101,-13392,-564,-7272,-820,-4940,8298,0
886.009976149,-17472,-10272,-12936,-6210,1748,452,0
886.119473934,-25256,272,-3436,-12622,15497,-25385,0
886.229131937,-21168,1616,-2372,-8247,9763,-27430,0
886.338618994,-14044,6484,-348,-1551,-1182,-18704,0
886.448071003,-11444,5172,-192,-2663,-2259,-9277,0
886.557662964,-10428,-19912,-22172,2083,-8937,-5955,0
886.667109013,-17400,-15944,-17400,-12499,-7067,-10506,1
886.776612043,-16312,132,-4736,14884,-9931,1850,1
886.886132002,-14532,-336,-2272,4571,-6073,12873,0
886.995573997,-16148,-280,-3008,-521,-4360,15446,0
887.105019093,-18068,-564,-5080,-6915,-5556,6108,0
887.214396954,-16152,-1304,-8004,1261,-4119,5699,0
887.323899984,-24832,-6652,-22680,8420,27446,-7956,0
887.433270931,-26972,708,1880,-3318,5505,-21237,0
887.542689085,-14552,6900,3924,-2719,7954,-16858,0
887.652045965,-9340,3604,-1164,2619,-2522,-6638,0
887.761662006,-9884,-12284,-11220,-2500,-8819,-10621,0
887.871215105,-25248,-4656,-14228,-12675,-5940,12148,1
887.980742931,-11636,-1292,12892,-724,-14849,-5492,0
888.090283155,-16844,796,-5508,-2484,-7150,7681,0
888.199921131,-14348,1636,-1708,761,-5800,15764,0
888.309473991,-12972,3448,-5604,-7572,-5821,-1072,0
888.419127941,-14496,-1400,-4624,4135,-1608,7229,0
888.52865696,-14744,-10532,-32768,-3392,22199,-28622,0
888.638153076,-25056,1308,-4356,5815,6824,-8225,0
888.747663975,-15532,4392,-52,-725,8878,-18236,0
888.857262135,-9720,5508,240,-2356,-958,-10742,0
888.966861963,-7896,-7420,-11056,-8417,-11735,-14204,0
889.076360941,-14024,4668,8956,-15389,1350,19313,0
889.185783148,-24236,1896,-5080,-11558,7878,14973,1
889.295416117,-14616,504,-7216,-20640,-5032,2043,0
889.404814959,-14508,-656,-5992,-773,-3259,12582,0
889.514214039,-13036,1804,-4548,-14208,-1893,2717,0
889.623594999,-12624,2340,-6924,-5001,-3879,5502,0
889.733070135,-17408,-12320,-23596,-6377,4792,-6429,0
889.842442989,-26352,4744,-220,-14201,17393,-23453,0
889.952178955,-21220,2180,-1636,-11941,9566,-27984,0
890.061728001,-13508,3764,-852,2254,-1327,-15259,0
890.171414137,-10468,3232,-1792,-2610,-2496,-10763,0
890.28096509,-10788,-16440,-19136,-6080,-3470,-9293,0
890.390711069,-18080,-4932,-32768,11439,-7277,-5508,1
890.500268936,-9588,532,5868,18193,-9374,10856,0
890.610466003,-14644,-1204,-1836,1446,-5250,10363,0
890.720008135,-14972,-160,-5472,-4832,-3343,11621,0
890.829576015,-13656,-1156,-6580,-7857,-5746,3843,0
890.939387083,-16552,-2764,-5276,932,-1076,6400,0
891.048871994,-25836,-1988,-8452,1483,24769,-19422,0
891.158461094,-25408,-1580,464,-5148,7763,-19603,0
891.267948151,-15160,2508,2376,-3115,5303,-18837,0
891.377403975,-10620,6232,-3900,-3012,-4782,-15035,0
891.486902952,-9980,-6032,-3576,68,-5224,-9984,0
891.596354008,-6780,3096,8284,-11574,-6741,16322,1
891.705785036,-24536,-4856,-4700,-21683,13015,18675,0
891.815345049,-15848,-1488,-1532,-3660,-5546,5261,0
891.924,,,,,,,
